hhid,province,qty_rice_harvested,area_rice_harvested
HID162463,Kratie,1300,.5
HID162587,Siem Reap,1800,1
HID162781,Prey Veng,2000,.63
HID162786,Kandal,0,0
HID162808,Kandal,300,.26
HID162817,Kampong Speu,1300,.5
HID162877,Takeo,6000,1.1
HID163002,Pursat,1000,.65
HID163087,Kampong Thom,0,0
HID163289,Kampong Cham,0,0
HID163368,Prey Veng,800,.6
HID163391,Kampong Chhnang,0,0
HID163426,Kampong Cham,0,0
HID163456,Pursat,1000,.45
HID163479,Battambang,8400,3.52
HID163530,Kampong Cham,12000,3
HID163647,Siem Reap,3500,2.5
HID163677,Kandal,2600,.5
HID163897,Prey Veng,5000,1.5
HID163929,Kampong Speu,1500,.5
HID163950,Takeo,4500,2.65
HID163978,Kandal,0,0
HID164140,Battambang,3870,1.6
HID164203,Prey Veng,3000,1
HID164242,Kampong Chhnang,3000,1.5
HID164264,Battambang,0,0
HID164478,Koh Kong,0,0
HID164604,Kampong Thom,0,0
HID164640,Kampot,2750,.77
HID164796,Takeo,0,0
HID164986,Takeo,920,.35
HID165064,Tboung Khmum,900,.3
HID165234,Kandal,2000,.4
HID165292,Pursat,1000,1.5
HID165356,Kandal,600,.3
HID165358,Kampot,1200,.3
HID165389,Takeo,800,.37
HID165418,Otdar Meanchey,3000,2
HID165486,Siem Reap,2500,2.5
HID165554,Banteay Meanchey,0,0
HID165562,Kampong Cham,0,0
HID165665,Kandal,1000,.5
HID165789,Stung Treng,3300,2
HID165949,Ratanak Kiri,0,0
HID166065,Pursat,3000,1.8
HID166342,Banteay Meanchey,0,0
HID166350,Pursat,0,0
HID166553,Kratie,0,0
HID166572,Battambang,0,0
HID166700,Kratie,0,0
HID166765,Kratie,5000,2.5
HID166925,Siem Reap,700,.5
HID166986,Siem Reap,5000,2.5
HID167033,Kampong Thom,0,0
HID167081,Tboung Khmum,0,0
HID167082,Prey Veng,0,0
HID167194,Kampong Cham,2000,.905
HID167251,Pursat,800,.9
HID167263,Kampong Speu,500,.1
HID167360,Tboung Khmum,0,0
HID167423,Tboung Khmum,1610,.5
HID167451,Kampong Cham,0,0
HID167507,Kampot,900,.22
HID167616,Kampong Chhnang,900,1
HID167689,Svay Rieng,700,.5
HID167777,Siem Reap,6000,3
HID167794,Kandal,0,0
HID167879,Tboung Khmum,0,0
HID167950,Kandal,0,0
HID168045,Prey Veng,5000,1.3
HID168114,Siem Reap,0,0
HID168128,Kratie,0,0
HID168527,Siem Reap,0,0
HID168544,Kampong Thom,3000,1.7
HID168698,Prey Veng,1950,.7
HID168964,Siem Reap,30000,10
HID169164,Svay Rieng,0,0
HID169176,Kampot,3000,1
HID169206,Kampong Chhnang,7000,1.5
HID169208,Banteay Meanchey,2500,.5
HID169363,Kampong Chhnang,5000,2.5
HID169368,Takeo,350,.35
HID169625,Prey Veng,2000,.7
HID170067,Kampong Speu,0,0
HID170104,Tboung Khmum,1000,.5
HID170116,Kampot,8000,1.8499
HID170183,Kampot,500,.12
HID170191,Prey Veng,600,1.3
HID170201,Tboung Khmum,1000,.5
HID170356,Siem Reap,0,0
HID170443,Kampong Thom,6000,1.15
HID170493,Kampot,0,0
HID170506,Kampong Cham,480,.15
HID170589,Kandal,0,0
HID170794,Prey Veng,600,.45
HID170955,Kampot,1500,.6
HID170973,Prey Veng,600,.2
HID171040,Kampong Cham,2800,1.5
HID171299,Pursat,4000,3.7
HID171315,Ratanak Kiri,0,0
HID171325,Takeo,20000,4
HID171326,Kampot,1100,.75
HID171439,Stung Treng,5100,3
HID171629,Kampong Thom,0,0
HID171634,Kampot,700,.79
HID171687,Koh Kong,0,0
HID171717,Mondul Kiri,0,0
HID171847,Kampong Thom,0,0
HID171870,Otdar Meanchey,0,0
HID171912,Prey Veng,2800,1.35
HID172132,Kampong Speu,1500,.92
HID172176,Prey Veng,1500,.7
HID172212,Kampong Chhnang,1050,.3999
HID172235,Siem Reap,800,.5
HID172269,Siem Reap,0,0
HID172291,Siem Reap,2500,1.5
HID172308,Kampong Cham,0,0
HID172536,Kampong Speu,2000,2
HID172666,,12000,1
HID172716,Kampot,1400,.67
HID172757,Kampot,100,.1
HID172824,Kampong Speu,700,.25
HID172924,Battambang,10000,3
HID173025,Takeo,0,0
HID173048,Siem Reap,0,0
HID173154,Takeo,500,.2
HID173281,Pursat,50000,20
HID173293,Battambang,8500,2
HID173373,Preah Vihear,1000,1
HID173405,Tboung Khmum,1900,.95
HID173675,Kampong Thom,4000,1.8
HID173738,Phnom Penh,0,0
HID173869,Svay Rieng,2750,.899
HID173938,Kandal,0,0
HID173948,Kampong Speu,0,0
HID173995,Takeo,500,.11
HID174206,Siem Reap,15000,2.5
HID174334,Prey Veng,700,.3
HID174341,Kampot,2000,1.1
HID174348,Kampong Speu,2950,.8999999999999999
HID174405,Stung Treng,0,0
HID174497,Banteay Meanchey,0,0
HID174536,Kampong Cham,1400,.43
HID174597,Kampong Cham,0,0
HID174622,Prey Veng,1500,.5
HID174662,Siem Reap,2700,2.5
HID174696,Kampot,2500,.55
HID174748,Kandal,1450,.3
HID174812,Battambang,600,.84
HID174838,Prey Veng,3000,1.65
HID174861,Prey Veng,27000,5.45
HID174945,Battambang,4000,4
HID175002,Pursat,3800,2.6
HID175015,Kampot,1500,.5
HID175068,Banteay Meanchey,1200,1
HID175095,Banteay Meanchey,0,0
HID175108,Prey Veng,1500,.58
HID175198,Kampong Thom,0,0
HID175327,Tboung Khmum,750,.8
HID175334,Kampong Cham,0,0
HID175617,Tboung Khmum,0,0
HID175641,Battambang,5000,2
HID175656,Takeo,1200,.4
HID175832,Takeo,5000,2.2
HID176039,Battambang,3000,3
HID176095,Kampong Chhnang,0,0
HID176128,Siem Reap,0,0
HID176467,Kampong Speu,1000,.5
HID176579,Siem Reap,4500,5
HID176667,Takeo,3000,2
HID176715,Pursat,0,0
HID176751,Kampong Cham,5000,.8
HID176794,Stung Treng,0,0
HID176825,Kandal,700,.35
HID176902,Prey Veng,760,.2
HID176939,Pursat,0,0
HID176957,Tboung Khmum,300,.18
HID176968,Svay Rieng,2500,1.6
HID176999,Kampong Chhnang,0,0
HID177054,Pursat,0,0
HID177081,Kampong Speu,400,.6
HID177110,Kampong Thom,600,3
HID177143,Kandal,1500,.4
HID177181,Battambang,4500,2
HID177269,Prey Veng,12000,3
HID177328,Ratanak Kiri,0,0
HID177386,Takeo,2000,.6
HID177497,Banteay Meanchey,0,0
HID177546,,0,0
HID177588,Kampot,935,.4
HID177667,Takeo,0,0
HID177842,Otdar Meanchey,0,0
HID177949,Kampong Speu,650,.22
HID177991,Takeo,13500,.96
HID178019,Kampong Thom,4040,.98
HID178129,Koh Kong,0,0
HID178267,Prey Veng,60000,10.98
HID178276,Prey Veng,0,0
HID178374,Siem Reap,0,0
HID178400,Kandal,0,0
HID178494,Kampong Cham,5000,1.5
HID178504,Kampot,900,.3
HID178509,Kampong Thom,750,2
HID178545,Kandal,0,0
HID178682,,2800,.88
HID178846,,0,0
HID178859,Kandal,0,0
HID178908,Prey Veng,0,0
HID178986,Prey Veng,3000,1.5
HID179116,Kandal,10000,1.52
HID179135,Kandal,0,0
HID179397,Tboung Khmum,0,0
HID179417,Banteay Meanchey,0,0
HID179452,Tboung Khmum,0,0
HID179641,Kandal,0,0
HID179800,Kampong Speu,2100,1
HID179888,Preah Vihear,8000,3.5
HID179992,Battambang,0,0
HID180001,Kratie,0,0
HID180145,Pursat,5000,3.2
HID180171,Siem Reap,3500,2
HID180288,Pursat,0,0
HID180371,Kampot,10000,1.2
HID180381,Kampong Cham,2030,.59
HID180538,Kampot,850,.468
HID180748,Takeo,4000,1.2
HID180778,Prey Veng,2500,.75
HID180810,Tboung Khmum,0,0
HID180882,Prey Veng,0,0
HID180887,Kampong Chhnang,6000,1.4
HID181003,Pursat,1000,.3
HID181088,Ratanak Kiri,0,0
HID181105,Kampong Cham,6750,2.25
HID181111,Preah Vihear,3700,3.7
HID181195,Banteay Meanchey,16000,8
HID181203,Takeo,22000,3.2
HID181212,Banteay Meanchey,2000,1
HID181234,Kampong Thom,0,0
HID181259,Takeo,1485,.6899999999999999
HID181366,Battambang,12000,5
HID181431,Kampong Cham,2000,.8
HID181458,Kampong Speu,2500,1
HID181674,Prey Veng,23500,4.7
HID181753,Siem Reap,500,.05
HID181816,Siem Reap,2000,2
HID181842,Svay Rieng,1105,.4
HID181889,Kampong Cham,0,0
HID181948,Kampot,0,0
HID181997,Kampong Cham,7000,1.95
HID182046,,0,0
HID182081,Kampong Chhnang,1000,.5
HID182128,Kep,0,0
HID182143,Kandal,1200,.3
HID182156,Kampong Speu,1050,.42
HID182284,Banteay Meanchey,2000,1
HID182291,Phnom Penh,1500,.7
HID182437,Siem Reap,0,0
HID182458,Mondul Kiri,2000,1
HID182484,Koh Kong,0,0
HID182517,Preah Vihear,540,2
HID182580,Battambang,0,0
HID182668,Kratie,540,.5
HID182782,Battambang,0,0
HID182802,Prey Veng,0,0
HID182813,Kampong Cham,900,.97
HID182886,Kampong Thom,3000,2.15
HID182953,Banteay Meanchey,2000,1.5
HID183088,Siem Reap,0,0
HID183090,Kandal,0,0
HID183202,Battambang,12000,1.5
HID183282,Siem Reap,0,0
HID183594,Takeo,1200,.61
HID183717,Battambang,5000,3
HID183809,Phnom Penh,0,0
HID183867,Tboung Khmum,0,0
HID183946,Phnom Penh,0,0
HID184332,Kampong Speu,4500,1.5
HID184334,Kampong Thom,37500,10
HID184341,Battambang,0,0
HID184508,Banteay Meanchey,0,0
HID184557,Battambang,7200,2.5
HID184558,Preah Vihear,5000,2
HID184647,Kampong Speu,1920,.8
HID184654,Prey Veng,350,.41
HID184672,Kampong Chhnang,2000,.66
HID184684,Kampong Speu,700,.2
HID184716,Banteay Meanchey,640,4
HID184756,Banteay Meanchey,21000,7
HID184803,Prey Veng,5000,3
HID184849,Kampong Thom,738,.34
HID184874,Kampong Speu,1050,.41
HID185027,Kampong Thom,528,.32
HID185080,Kandal,14000,1.5
HID185128,Siem Reap,700,.8
HID185157,Prey Veng,22000,2
HID185168,Svay Rieng,0,0
HID185457,Pursat,1000,.65
HID185478,Pursat,8000,2.5
HID185517,Kampong Thom,35000,5.5
HID185591,Kampot,420,.2
HID185593,Kampong Cham,1400,.42
HID185734,Pursat,400,.5
HID185973,Siem Reap,720,.5
HID186014,Kampong Chhnang,5000,1.5
HID186019,Siem Reap,600,1
HID186050,Kampot,2000,.6539
HID186097,Koh Kong,0,0
HID186155,Kampong Speu,1800,1
HID186212,Prey Veng,2000,.6899999999999999
HID186217,Takeo,48000,2.54
HID186250,Svay Rieng,500,.3
HID186400,Pailin,0,0
HID186431,Kampot,1820,.8
HID186444,Prey Veng,8320,1.05
HID186482,Kampong Cham,13000,2.5
HID186516,Takeo,1800,.95
HID186639,Koh Kong,0,0
HID186649,Battambang,0,0
HID186659,Battambang,0,0
HID186829,Battambang,0,0
HID186873,Siem Reap,2400,2.6
HID186996,Battambang,0,0
HID186997,Siem Reap,0,0
HID187020,Kampong Chhnang,2500,.84
HID187126,Siem Reap,0,0
HID187166,Tboung Khmum,0,0
HID187293,Battambang,3000,3
HID187505,Prey Veng,2500,1.2
HID187514,Kampot,500,.22
HID187760,Battambang,5000,.92
HID187791,Kampong Cham,1200,.4
HID188058,Tboung Khmum,0,0
HID188165,Preah Vihear,0,0
HID188275,Kampong Speu,0,0
HID188306,Kandal,500,.14
HID188475,Svay Rieng,3500,1.2
HID188521,Kandal,0,0
HID188613,Svay Rieng,1000,1
HID188616,Takeo,0,0
HID188733,Banteay Meanchey,4000,1.2
HID188786,Banteay Meanchey,1000,1
HID188948,Kampong Cham,0,0
HID189266,Takeo,1800,.54
HID189400,Banteay Meanchey,1000,.5
HID189441,Siem Reap,3500,1.5
HID189478,Kampong Thom,480,4
HID189610,Prey Veng,5000,.9
HID189620,Battambang,1000,1
HID189768,Svay Rieng,480,.25
HID189911,Battambang,5000,4
HID189960,Svay Rieng,5000,1.4
HID189964,Preah Vihear,500,.6
HID190005,Mondul Kiri,3500,1.12
HID190053,Prey Veng,1960,.76
HID190070,Kampong Thom,0,0
HID190180,Kampong Cham,5500,1.25
HID190299,Kampong Speu,300,.14
HID190306,Prey Veng,350,.15
HID190394,Preah Vihear,5500,3.5
HID190503,Kampong Thom,600,.5
HID190538,Kampong Cham,0,0
HID190569,Kampot,1900,.5
HID190655,Tboung Khmum,10000,3
HID190669,Kandal,0,0
HID190997,Kampong Thom,0,0
HID191012,Takeo,0,0
HID191190,Kampong Cham,0,0
HID191336,Battambang,0,0
HID191347,Prey Veng,0,0
HID191353,Prey Veng,3000,1
HID191393,Banteay Meanchey,3000,.64
HID191478,Prey Veng,480,1.2
HID191483,Svay Rieng,4000,2.3
HID191713,Siem Reap,150,.02
HID191824,Koh Kong,0,0
HID191933,Banteay Meanchey,10000,5
HID191984,Kandal,1500,.5
HID191992,Takeo,5000,1
HID192063,Battambang,0,0
HID192250,Kampong Thom,2000,2
HID192279,Battambang,0,0
HID192392,Kampong Cham,0,0
HID192444,Kampong Cham,2000,.9360000000000001
HID192507,Prey Veng,2000,1
HID192651,Takeo,4000,2.7
HID192695,Battambang,27800,9.1
HID192730,Kampong Chhnang,1100,.25
HID192747,Tboung Khmum,400,.16
HID192766,Kampong Speu,4000,1.35
HID192794,Kandal,1950,.5
HID192996,Prey Veng,1000,.38
HID193037,Kratie,500,.3
HID193230,Svay Rieng,0,0
HID193348,Kampong Cham,0,0
HID193485,Svay Rieng,10000,1.5
HID193497,Svay Rieng,1000,.5
HID193526,Banteay Meanchey,4000,1.6
HID193613,Kampong Cham,700,.175
HID193615,Pursat,0,0
HID193667,Banteay Meanchey,0,0
HID193812,Takeo,0,0
HID193870,Tboung Khmum,0,0
HID193898,Kratie,1500,.5
HID193902,Ratanak Kiri,0,0
HID193978,Takeo,0,0
HID193995,Tboung Khmum,0,0
HID194103,Preah Vihear,2000,1
HID194212,Siem Reap,33300,15
HID194384,Prey Veng,0,0
HID194397,Svay Rieng,1500,.4
HID194431,Prey Veng,2000,1.5
HID194440,Prey Veng,2500,.8
HID194447,Kandal,30,.1
HID194472,Kampong Cham,0,0
HID194507,Preah Sihanouk,0,0
HID194518,Kampong Speu,0,0
HID194560,Kampong Thom,3000,.37
HID194569,Kampot,1000,.3
HID194576,Ratanak Kiri,1800,2
HID194624,Takeo,2000,.76
HID194627,Svay Rieng,560,.1
HID194631,Pursat,0,0
HID194674,Koh Kong,0,0
HID194675,Kampong Speu,600,.13
HID194701,Kandal,0,0
HID194794,Preah Vihear,4900,3
HID194924,Takeo,1200,.58
HID195194,Kampong Speu,300,.08
HID195247,Kampong Cham,2100,.5
HID195295,Kampong Speu,1630,.53
HID195338,Kratie,0,0
HID195393,Preah Sihanouk,0,0
HID195477,Svay Rieng,5000,.7
HID195498,Kampong Chhnang,1400,1
HID195505,Kandal,0,0
HID195558,Siem Reap,6500,5
HID195609,Takeo,1200,.6
HID195693,Svay Rieng,500,.5
HID195762,Siem Reap,8000,1.6
HID195810,Siem Reap,5500,25
HID195837,Kandal,4000,1
HID195872,Preah Vihear,7000,18
HID195922,Siem Reap,4000,4
HID195955,Mondul Kiri,5000,2.5
HID196066,Kampot,0,0
HID196119,Banteay Meanchey,3000,1.46
HID196222,Kampong Thom,1200,1
HID196261,Prey Veng,2000,.4
HID196293,Kampong Cham,0,0
HID196322,Battambang,680,.5
HID196332,Kandal,0,0
HID196444,Kampong Speu,1500,.22
HID196463,Ratanak Kiri,0,0
HID196468,Takeo,3000,.5
HID196555,Siem Reap,4000,1
HID196735,Battambang,0,0
HID196753,Prey Veng,980,1
HID196801,Mondul Kiri,0,0
HID196810,Prey Veng,2250,.8
HID196974,Tboung Khmum,3500,1
HID197077,Kep,1500,1.25
HID197119,Preah Sihanouk,0,0
HID197129,Prey Veng,1300,.3
HID197146,Siem Reap,4000,3
HID197205,Kratie,0,0
HID197281,Takeo,19200,1.5
HID197364,Kampong Speu,0,0
HID197393,Kampot,2800,2
HID197414,Battambang,0,0
HID197443,Kampong Thom,0,0
HID197456,Prey Veng,3675,1
HID197518,Kampong Speu,4500,1.48
HID197622,Kampong Speu,4000,2.7
HID197839,Kampong Cham,480,1
HID197900,Svay Rieng,18870,6.29
HID198058,Battambang,1000,.16
HID198167,Kampong Speu,420,.15
HID198217,Kampot,5000,1.4
HID198234,Kratie,0,0
HID198259,Kampong Chhnang,1000,.5
HID198382,Prey Veng,2150,1
HID198440,Kandal,0,0
HID198556,Prey Veng,1500,.7
HID198575,Tboung Khmum,0,0
HID198578,Kampong Chhnang,400,.1035
HID198766,Tboung Khmum,0,0
HID198844,Tboung Khmum,2000,1
HID199095,Stung Treng,0,0
HID199163,Tboung Khmum,0,0
HID199387,Kampot,1500,.5
HID199450,Prey Veng,6000,2.55
HID199464,Prey Veng,0,0
HID199509,Tboung Khmum,2450,.8
HID199612,Takeo,1200,.4
HID199622,Kampong Cham,1500,.55
HID199672,Kratie,3000,1.06
HID199685,Preah Vihear,0,0
HID199736,Mondul Kiri,0,0
HID199754,Phnom Penh,0,0
HID199790,Kampong Cham,0,0
HID199810,Preah Sihanouk,0,0
HID199970,Prey Veng,0,0
HID199990,Kampong Chhnang,3000,1.2
HID199996,Kampot,3000,.9399999999999999
HID200034,Prey Veng,400,.2
HID200110,Kampong Chhnang,130,.5
HID200196,Kampong Thom,2500,1
HID200265,Kampot,0,0
HID200309,Prey Veng,2000,.57
HID200343,Prey Veng,3200,.4
HID200500,Kandal,0,0
HID200582,Prey Veng,3000,.92
HID200623,Kampong Thom,2000,.93
HID200821,Takeo,0,0
HID200889,Kampong Chhnang,500,.06
HID200924,Phnom Penh,900,.5
HID200955,Kampong Speu,0,0
HID201132,Kandal,0,0
HID201151,Banteay Meanchey,600,1.12
HID201450,Ratanak Kiri,0,0
HID201488,Kampong Thom,2000,.6
HID201499,Phnom Penh,1000,.3
HID201782,Phnom Penh,0,0
HID201791,Siem Reap,2000,1
HID201806,Battambang,13860,1.32
HID201973,Prey Veng,1330,.57
HID202002,Battambang,0,0
HID202091,Battambang,0,0
HID202155,Tboung Khmum,1500,1.9
HID202301,Kandal,0,0
HID202341,Svay Rieng,2000,1
HID202503,Kampot,0,0
HID202509,Battambang,19500,8
HID202556,Kampot,0,0
HID202964,Kampong Thom,0,0
HID202980,Kampong Thom,5000,4
HID203001,Takeo,0,0
HID203025,Kampong Cham,7000,2
HID203031,Pursat,1900,1.6
HID203060,Battambang,0,0
HID203342,Prey Veng,4000,.8536
HID203359,Kampot,5300,2.15
HID203455,Kampong Cham,1200,1
HID203484,Prey Veng,2000,.8
HID203493,Pailin,0,0
HID203567,Tboung Khmum,0,0
HID203669,Pursat,1200,1
HID203716,Battambang,24000,4
HID203720,Kandal,2700,.6
HID203986,Kampong Thom,350,.3
HID204031,Prey Veng,4500,2.3
HID204034,Otdar Meanchey,2000,1
HID204093,Kratie,0,0
HID204595,Kampot,0,0
HID204608,Tboung Khmum,13000,3
HID204648,Kampot,1100,.3663
HID204651,Takeo,2660,.862
HID204790,Kampong Cham,0,0
HID204816,Kampong Cham,790,.6
HID204854,Battambang,3000,2
HID204956,Prey Veng,3000,.58
HID205025,Banteay Meanchey,4000,5.8
HID205170,Pursat,4000,3.5
HID205173,Kampong Cham,0,0
HID205176,Banteay Meanchey,2000,2.9
HID205257,Kandal,0,0
HID205346,Pursat,15000,6
HID205568,Siem Reap,0,0
HID205643,Mondul Kiri,0,0
HID205716,Kampot,3000,1.14
HID205774,Svay Rieng,4000,.5
HID205834,Takeo,2050,.85
HID205996,Svay Rieng,3500,1.5
HID206146,Kratie,4000,3
HID206222,Takeo,2400,.66
HID206225,Takeo,640,.3
HID206350,Kampong Thom,0,0
HID206356,Preah Sihanouk,0,0
HID206422,Siem Reap,3000,2.5
HID206535,Takeo,800,.3
HID206634,Battambang,2000,2
HID206719,Kratie,1900,.5
HID206789,Takeo,2000,.5
HID206998,Prey Veng,3000,1.2
HID207027,Takeo,2500,.84
HID207128,Otdar Meanchey,900,.5
HID207181,Kampong Chhnang,2800,1.1925
HID207223,Prey Veng,0,0
HID207246,Kampong Speu,2450,.78
HID207268,Battambang,0,0
HID207280,Svay Rieng,1500,1.3
HID207290,Siem Reap,2000,2.3
HID207329,Banteay Meanchey,1050,.64
HID207522,Kratie,0,0
HID207619,Tboung Khmum,5840,1
HID207874,Kampong Speu,490,.35
HID207911,Kampong Speu,3000,1.65
HID207916,Preah Sihanouk,1000,.4
HID207949,Kampong Speu,2500,.91
HID207952,Siem Reap,0,0
HID208009,Siem Reap,5000,1.68
HID208152,Battambang,1800,.5
HID208345,Svay Rieng,1000,.47
HID208498,Kampong Speu,950,.12
HID208559,Kampong Thom,1500,.9
HID208575,Tboung Khmum,2450,.7
HID208586,Svay Rieng,0,0
HID208605,Kandal,0,0
HID208682,Kampong Cham,0,0
HID208717,Siem Reap,5800,5.5
HID208805,Kampong Speu,0,0
HID208831,Tboung Khmum,0,0
HID208867,Otdar Meanchey,6020,4
HID208903,Kampong Chhnang,10000,4
HID208972,Mondul Kiri,5500,2
HID209049,Kampong Cham,0,0
HID209267,Kampong Speu,1500,.8
HID209393,Kratie,0,0
HID209550,Kampong Thom,480,.5
HID209604,Tboung Khmum,450,.2
HID209700,Siem Reap,1000,2
HID209759,Otdar Meanchey,0,0
HID209777,Kratie,2000,1
HID209929,Prey Veng,8000,2.1
HID209949,Kandal,0,0
HID210058,Kampot,0,0
HID210092,Prey Veng,12000,3.5
HID210169,Prey Veng,1000,.3
HID210298,Prey Veng,1200,.3
HID210322,Mondul Kiri,0,0
HID210582,Takeo,3150,1.23
HID210629,Kampong Cham,0,0
HID210787,Takeo,2000,.95
HID210830,Kampot,3780,1.988
HID210901,Kampong Speu,560,1
HID210941,Kampong Chhnang,9480,1.9
HID210944,Kampong Thom,0,0
HID210968,Takeo,3300,2
HID211249,Battambang,6000,1.8
HID211339,Siem Reap,200,1
HID211484,Kampong Thom,1500,.6
HID211944,Kampong Thom,0,0
HID211973,Pailin,0,0
HID212059,Kampong Chhnang,15000,3
HID212095,Svay Rieng,1250,.5
HID212129,Takeo,0,0
HID212166,Battambang,6000,2
HID212534,Takeo,500,.16
HID212538,Kampong Speu,2500,1
HID212560,Kampot,0,0
HID212562,Ratanak Kiri,0,0
HID212682,Kandal,0,0
HID212702,Prey Veng,4500,1.25
HID212722,Siem Reap,0,0
HID212742,Prey Veng,1500,.7
HID212766,Kandal,525,.14
HID212947,Kratie,0,0
HID212983,Kampot,2600,.675
HID213301,Kandal,0,0
HID213332,Banteay Meanchey,0,0
HID213385,Takeo,600,.3
HID213501,Takeo,0,0
HID213575,Kandal,300,.15
HID213586,Pailin,0,0
HID213603,Phnom Penh,800,.5
HID213626,Preah Vihear,18000,9
HID213739,Banteay Meanchey,3600,1.82
HID213758,Kampong Speu,1500,.79
HID213798,Battambang,0,0
HID213800,Prey Veng,7000,1
HID213903,Kratie,0,0
HID214185,Phnom Penh,0,0
HID214302,Kratie,5000,3
HID214364,Prey Veng,600,.66
HID214368,Kampong Cham,1400,.5
HID214523,Banteay Meanchey,0,0
HID214560,Kampong Cham,0,0
HID214586,Siem Reap,5000,4
HID214588,Siem Reap,4000,1.5
HID214622,Pursat,0,0
HID214711,Kandal,0,0
HID214829,Takeo,2000,1.13
HID214952,Kratie,0,0
HID215046,Kampong Thom,0,0
HID215063,Takeo,0,0
HID215085,Battambang,17000,7.4
HID215286,Kandal,0,0
HID215294,Otdar Meanchey,900,.2
HID215362,Kampong Speu,1300,.49
HID215369,Kampong Thom,0,0
HID215457,Phnom Penh,0,0
HID215484,Takeo,0,0
HID215750,Takeo,0,0
HID215776,Kampot,2500,1.03
HID215834,Kampong Speu,650,.075
HID216053,Prey Veng,450,.25
HID216271,Takeo,0,0
HID216349,Kampong Thom,0,0
HID216362,Otdar Meanchey,3340,3.15
HID216420,Tboung Khmum,0,0
HID216533,Kampong Thom,900,.7
HID216535,Kratie,2500,1
HID216577,Kampong Thom,0,0
HID216778,Kandal,0,0
HID216788,Otdar Meanchey,7500,3.5
HID216841,Kandal,1750,.44
HID216903,Prey Veng,0,0
HID216965,Kampong Thom,3000,1
HID216969,Kampong Speu,1200,.4
HID216997,Kampong Chhnang,7400,5
HID217009,Takeo,2100,.3936
HID217027,Kampong Cham,0,0
HID217060,Takeo,0,0
HID217299,Kampong Thom,600,.2
HID217344,Banteay Meanchey,5000,2.5
HID217348,Kampong Cham,7500,4.5
HID217385,Battambang,0,0
HID217569,Siem Reap,2700,2.5
HID217643,Siem Reap,0,0
HID217744,Kampong Speu,8000,4.5
HID217888,Preah Sihanouk,0,0
HID217893,Prey Veng,490,.41
HID218079,Kampong Thom,800,2
HID218328,Otdar Meanchey,0,0
HID218418,Preah Vihear,20000,16
HID218431,Pursat,1050,1
HID218443,Kampong Speu,0,0
HID218490,Takeo,500,.7
HID218501,Kampot,3900,1.2
HID218511,Koh Kong,0,0
HID218542,Kampong Thom,300,.76
HID218593,Prey Veng,2500,.5
HID218664,Kep,1620,.8
HID218715,Kandal,3000,.4861
HID218815,Kampong Speu,400,.13
HID218888,Prey Veng,850,.2
HID218897,Siem Reap,0,0
HID219005,Takeo,3500,1.4
HID219019,Svay Rieng,0,0
HID219071,Svay Rieng,200,.1
HID219348,Otdar Meanchey,2000,1
HID219410,Kampong Cham,1120,.15
HID219447,Kratie,0,0
HID219496,Kampong Thom,960,1
HID219547,Otdar Meanchey,2000,1
HID219620,Kampong Thom,5500,3
HID219685,Kampong Thom,800,1
HID219869,Prey Veng,9000,2
HID219906,Siem Reap,3000,3
HID219929,Kampong Cham,0,0
HID219930,Ratanak Kiri,3500,1
HID219983,Svay Rieng,4500,1.52
HID219994,Svay Rieng,1700,2.6
HID220138,Kampong Cham,0,0
HID220227,Banteay Meanchey,3500,3
HID220228,Svay Rieng,200,.2
HID220231,Kratie,0,0
HID220239,Kampot,1110,.3326
HID220440,Prey Veng,1300,.7
HID220498,Battambang,0,0
HID220897,Stung Treng,0,0
HID220986,Pailin,0,0
HID220999,Prey Veng,750,.4
HID221196,Kampong Thom,2000,1
HID221287,Takeo,0,0
HID221307,Svay Rieng,1300,.75
HID221351,Kampot,550,.16
HID221364,Pailin,0,0
HID221524,Siem Reap,1000,2
HID221690,Kampong Chhnang,800,.5
HID221846,Pursat,0,0
HID221849,Preah Vihear,15000,8.5
HID221921,Siem Reap,0,0
HID221929,Siem Reap,0,0
HID222025,Kampot,24000,2.8
HID222103,Ratanak Kiri,0,0
HID222191,Kampong Cham,0,0
HID222259,Svay Rieng,1500,.7
HID222393,Kampong Cham,0,0
HID222418,,0,0
HID222430,Pursat,10000,10
HID222445,Banteay Meanchey,4000,4
HID222471,Kratie,0,0
HID222524,Kampong Cham,1200,.2
HID222802,Tboung Khmum,3000,1
HID222849,Kampong Speu,0,0
HID222964,Banteay Meanchey,0,0
HID223018,Kampot,1400,1.4
HID223111,Mondul Kiri,0,0
HID223236,Kampot,700,.45
HID223253,Kampot,900,.4
HID223307,Mondul Kiri,1000,1
HID223495,Siem Reap,0,0
HID223502,Kampong Chhnang,6000,1
HID223600,Pursat,0,0
HID223740,Takeo,4000,1
HID223767,Kratie,0,0
HID223769,Tboung Khmum,7000,2
HID223922,Kampong Thom,4500,1.5
HID224228,Kampong Speu,3000,1.5
HID224452,Prey Veng,7500,1.9
HID224663,Kampong Chhnang,0,0
HID224751,Prey Veng,12000,4
HID224781,Phnom Penh,1200,.5
HID224817,Tboung Khmum,1380,.9
HID224858,Kampong Chhnang,0,0
HID225189,Koh Kong,0,0
HID225267,Takeo,2500,.7
HID225292,Siem Reap,3000,3.5
HID225302,Takeo,3480,1.1
HID225383,Kampot,2200,.7
HID225402,Preah Vihear,1440,1
